"","SourceFile","CreateDate"
"2687","photos/20170627T100619 Canon PowerShot SX50 HS--IMG_2157.JPG","2017:06:27 10:06:19"
"2688","photos/20170627T100619 Canon PowerShot SX50 HS--IMG_2158.JPG","2017:06:27 10:06:19"
"2689","photos/20170627T100630 Canon PowerShot SX50 HS--IMG_2159.JPG","2017:06:27 10:06:30"
"2690","photos/20170627T100631 Canon PowerShot SX50 HS--IMG_2160.JPG","2017:06:27 10:06:31"
"2691","photos/20170627T100640 Canon PowerShot SX50 HS--IMG_2161.JPG","2017:06:27 10:06:40"
"2692","photos/20170627T100648 Canon PowerShot SX50 HS--IMG_2162.JPG","2017:06:27 10:06:48"
"2693","photos/20170627T100813 Canon PowerShot SX50 HS--IMG_2163.JPG","2017:06:27 10:08:13"
"2694","photos/20170627T100818 Canon PowerShot SX50 HS--IMG_2164.JPG","2017:06:27 10:08:18"
"2695","photos/20170627T100829 Canon PowerShot SX50 HS--IMG_2165.JPG","2017:06:27 10:08:29"
"2696","photos/20170627T100836 Canon PowerShot SX50 HS--IMG_2166.JPG","2017:06:27 10:08:36"
"2697","photos/20170627T100850 Canon PowerShot SX50 HS--IMG_2167.JPG","2017:06:27 10:08:50"
"2698","photos/20170627T100909 Canon PowerShot SX50 HS--IMG_2168.JPG","2017:06:27 10:09:09"
"2699","photos/20170627T100933 Canon PowerShot SX50 HS--IMG_2169.JPG","2017:06:27 10:09:33"
"2700","photos/20170627T100938 Canon PowerShot SX50 HS--IMG_2170.JPG","2017:06:27 10:09:38"
"2701","photos/20170627T100943 Canon PowerShot SX50 HS--IMG_2171.JPG","2017:06:27 10:09:43"
"2702","photos/20170627T101012 Canon PowerShot SX50 HS--IMG_2172.JPG","2017:06:27 10:10:12"
"2703","photos/20170627T101018 Canon PowerShot SX50 HS--IMG_2173.JPG","2017:06:27 10:10:18"
"2704","photos/20170627T101113 Canon PowerShot SX50 HS--IMG_2174.JPG","2017:06:27 10:11:13"
"2705","photos/20170627T101141 Canon PowerShot SX50 HS--IMG_2175.JPG","2017:06:27 10:11:41"
"2706","photos/20170627T101216 Canon PowerShot SX50 HS--IMG_2176.JPG","2017:06:27 10:12:16"
"2707","photos/20170627T102354 Canon PowerShot SX50 HS--IMG_2177.JPG","2017:06:27 10:23:54"
"2708","photos/20170627T102359 Canon PowerShot SX50 HS--IMG_2178.JPG","2017:06:27 10:23:59"
"2709","photos/20170627T104144 Canon PowerShot SX50 HS--IMG_2179.JPG","2017:06:27 10:41:44"
"2710","photos/20170627T104150 Canon PowerShot SX50 HS--IMG_2180.JPG","2017:06:27 10:41:50"
"2711","photos/20170627T110728 Canon PowerShot SX50 HS--IMG_2181.JPG","2017:06:27 11:07:28"
"2712","photos/20170627T110732 Canon PowerShot SX50 HS--IMG_2182.JPG","2017:06:27 11:07:32"
"2713","photos/20170627T110811 Canon PowerShot SX50 HS--IMG_2183.JPG","2017:06:27 11:08:11"
"2714","photos/20170627T111550 Canon PowerShot SX50 HS--IMG_2184.JPG","2017:06:27 11:15:50"
"2715","photos/20170627T111553 Canon PowerShot SX50 HS--IMG_2185.JPG","2017:06:27 11:15:53"
"2716","photos/20170627T111603 Canon PowerShot SX50 HS--IMG_2186.JPG","2017:06:27 11:16:03"
"2717","photos/20170627T131122 Canon PowerShot SX50 HS--IMG_2187.JPG","2017:06:27 13:11:22"
"2718","photos/20170627T131129 Canon PowerShot SX50 HS--IMG_2188.JPG","2017:06:27 13:11:29"
"2719","photos/20170627T131140 Canon PowerShot SX50 HS--IMG_2189.JPG","2017:06:27 13:11:40"
"2720","photos/20170627T131150 Canon PowerShot SX50 HS--IMG_2190.JPG","2017:06:27 13:11:50"
"2721","photos/20170627T132116 Canon PowerShot SX50 HS--IMG_2191.JPG","2017:06:27 13:21:16"
"2722","photos/20170627T132124 Canon PowerShot SX50 HS--IMG_2192.JPG","2017:06:27 13:21:24"
"2723","photos/20170627T132131 Canon PowerShot SX50 HS--IMG_2193.JPG","2017:06:27 13:21:31"
"2724","photos/20170627T132138 Canon PowerShot SX50 HS--IMG_2194.JPG","2017:06:27 13:21:38"
"2725","photos/20170627T132142 Canon PowerShot SX50 HS--IMG_2195.JPG","2017:06:27 13:21:42"
"2726","photos/20170627T133537 Canon PowerShot SX50 HS--IMG_2196.JPG","2017:06:27 13:35:37"
"2727","photos/20170627T133540 Canon PowerShot SX50 HS--IMG_2197.JPG","2017:06:27 13:35:40"
"2728","photos/20170627T133543 Canon PowerShot SX50 HS--IMG_2198.JPG","2017:06:27 13:35:43"
"2729","photos/20170627T133547 Canon PowerShot SX50 HS--IMG_2199.JPG","2017:06:27 13:35:47"
"2730","photos/20170627T133745 Canon PowerShot SX50 HS--IMG_2200.JPG","2017:06:27 13:37:45"
"2731","photos/20170627T133753 Canon PowerShot SX50 HS--IMG_2201.JPG","2017:06:27 13:37:53"
"2732","photos/20170627T133811 Canon PowerShot SX50 HS--IMG_2202.JPG","2017:06:27 13:38:11"
"2733","photos/20170627T134341 Canon PowerShot SX50 HS--IMG_2203.JPG","2017:06:27 13:43:41"
"2734","photos/20170627T135636 Canon PowerShot SX50 HS--IMG_2204.JPG","2017:06:27 13:56:36"
"2735","photos/20170627T135644 Canon PowerShot SX50 HS--IMG_2205.JPG","2017:06:27 13:56:44"
"2736","photos/20170627T141127 Canon PowerShot SX50 HS--IMG_2206.JPG","2017:06:27 14:11:27"
"2737","photos/20170627T141129 Canon PowerShot SX50 HS--IMG_2207.JPG","2017:06:27 14:11:29"
"2738","photos/20170627T142811 Canon PowerShot SX50 HS--IMG_2208.JPG","2017:06:27 14:28:11"
"2739","photos/20170627T142813 Canon PowerShot SX50 HS--IMG_2209.JPG","2017:06:27 14:28:13"
"2740","photos/20170627T142820 Canon PowerShot SX50 HS--IMG_2210.JPG","2017:06:27 14:28:20"
"2741","photos/20170627T143821 Canon PowerShot SX50 HS--IMG_2211.JPG","2017:06:27 14:38:21"
"2742","photos/20170627T143826 Canon PowerShot SX50 HS--IMG_2212.JPG","2017:06:27 14:38:26"
"2743","photos/20170627T143857 Canon PowerShot SX50 HS--IMG_2213.JPG","2017:06:27 14:38:57"
"2744","photos/20170627T144524 Canon PowerShot SX50 HS--IMG_2214.JPG","2017:06:27 14:45:24"
"2745","photos/20170627T144526 Canon PowerShot SX50 HS--IMG_2215.JPG","2017:06:27 14:45:26"
"2746","photos/20170627T144532 Canon PowerShot SX50 HS--IMG_2216.JPG","2017:06:27 14:45:32"
"2747","photos/20170627T153438 Canon PowerShot SX50 HS--IMG_2217.JPG","2017:06:27 15:34:38"
"2748","photos/20170627T153440 Canon PowerShot SX50 HS--IMG_2218.JPG","2017:06:27 15:34:40"
"2749","photos/20170627T153443 Canon PowerShot SX50 HS--IMG_2219.JPG","2017:06:27 15:34:43"
"2750","photos/20170627T153449 Canon PowerShot SX50 HS--IMG_2220.JPG","2017:06:27 15:34:49"
"2751","photos/20170627T153503 Canon PowerShot SX50 HS--IMG_2221.JPG","2017:06:27 15:35:03"
"2752","photos/20170627T155704 Canon PowerShot SX50 HS--IMG_2222.JPG","2017:06:27 15:57:04"
"2753","photos/20170627T155717 Canon PowerShot SX50 HS--IMG_2223.JPG","2017:06:27 15:57:17"
"2754","photos/20170627T155732 Canon PowerShot SX50 HS--IMG_2224.JPG","2017:06:27 15:57:32"
"2755","photos/20170627T155756 Canon PowerShot SX50 HS--IMG_2225.JPG","2017:06:27 15:57:56"
"2756","photos/20170627T155759 Canon PowerShot SX50 HS--IMG_2226.JPG","2017:06:27 15:57:59"
"2757","photos/20170627T155809 Canon PowerShot SX50 HS--IMG_2227.JPG","2017:06:27 15:58:09"
"2758","photos/20170627T155951 Canon PowerShot SX50 HS--IMG_2228.JPG","2017:06:27 15:59:51"
"2759","photos/20170627T155953 Canon PowerShot SX50 HS--IMG_2229.JPG","2017:06:27 15:59:53"
"2760","photos/20170627T160008 Canon PowerShot SX50 HS--IMG_2230.JPG","2017:06:27 16:00:08"
"2761","photos/20170627T173405 Canon PowerShot SX50 HS--IMG_2231.JPG","2017:06:27 17:34:05"
"2762","photos/20170627T173413 Canon PowerShot SX50 HS--IMG_2232.JPG","2017:06:27 17:34:13"
"2763","photos/20170627T173436 Canon PowerShot SX50 HS--IMG_2233.JPG","2017:06:27 17:34:36"
"2764","photos/20170627T173436 Canon PowerShot SX50 HS--IMG_2234.JPG","2017:06:27 17:34:36"
"2765","photos/20170627T173436 Canon PowerShot SX50 HS--IMG_2235.JPG","2017:06:27 17:34:36"
"2766","photos/20170627T173440 Canon PowerShot SX50 HS--IMG_2236.JPG","2017:06:27 17:34:40"
"2767","photos/20170627T173440 Canon PowerShot SX50 HS--IMG_2237.JPG","2017:06:27 17:34:40"
"2768","photos/20170627T173501 Canon PowerShot SX50 HS--IMG_2238.JPG","2017:06:27 17:35:01"
"2769","photos/20170627T173501 Canon PowerShot SX50 HS--IMG_2239.JPG","2017:06:27 17:35:01"
"2770","photos/20170628T062801 Canon PowerShot SX50 HS--IMG_2240.JPG","2017:06:28 06:28:01"
"2771","photos/20170628T063008 Canon PowerShot SX50 HS--IMG_2241.JPG","2017:06:28 06:30:08"
"2772","photos/20170628T063011 Canon PowerShot SX50 HS--IMG_2242.JPG","2017:06:28 06:30:11"
"2773","photos/20170628T063120 Canon PowerShot SX50 HS--IMG_2243.JPG","2017:06:28 06:31:20"
"2774","photos/20170628T063128 Canon PowerShot SX50 HS--IMG_2244.JPG","2017:06:28 06:31:28"
"2775","photos/20170628T063147 Canon PowerShot SX50 HS--IMG_2245.JPG","2017:06:28 06:31:47"
"2776","photos/20170628T073206 Canon PowerShot SX50 HS--IMG_2246.JPG","2017:06:28 07:32:06"
"2777","photos/20170628T073211 Canon PowerShot SX50 HS--IMG_2247.JPG","2017:06:28 07:32:11"
"2778","photos/20170628T073920 Canon PowerShot SX50 HS--IMG_2248.JPG","2017:06:28 07:39:20"
"2779","photos/20170628T073928 Canon PowerShot SX50 HS--IMG_2249.JPG","2017:06:28 07:39:28"
"2780","photos/20170628T074737 Canon PowerShot SX50 HS--IMG_2250.JPG","2017:06:28 07:47:37"
"2781","photos/20170628T074934 Canon PowerShot SX50 HS--IMG_2252.JPG","2017:06:28 07:49:34"
"2782","photos/20170628T074942 Canon PowerShot SX50 HS--IMG_2253.JPG","2017:06:28 07:49:42"
"2783","photos/20170628T083904 Canon PowerShot SX50 HS--IMG_2254.JPG","2017:06:28 08:39:04"
"2784","photos/20170628T083906 Canon PowerShot SX50 HS--IMG_2255.JPG","2017:06:28 08:39:06"
"2785","photos/20170628T084011 Canon PowerShot SX50 HS--IMG_2256.JPG","2017:06:28 08:40:11"
"2786","photos/20170628T084231 Canon PowerShot SX50 HS--IMG_2257.JPG","2017:06:28 08:42:31"
"2787","photos/20170628T084233 Canon PowerShot SX50 HS--IMG_2258.JPG","2017:06:28 08:42:33"
"2788","photos/20170628T091044 Canon PowerShot SX50 HS--IMG_2259.JPG","2017:06:28 09:10:44"
"2789","photos/20170628T091047 Canon PowerShot SX50 HS--IMG_2260.JPG","2017:06:28 09:10:47"
"2790","photos/20170628T091052 Canon PowerShot SX50 HS--IMG_2261.JPG","2017:06:28 09:10:52"
"2791","photos/20170628T091059 Canon PowerShot SX50 HS--IMG_2262.JPG","2017:06:28 09:10:59"
"2792","photos/20170628T091107 Canon PowerShot SX50 HS--IMG_2263.JPG","2017:06:28 09:11:07"
"2793","photos/20170628T091131 Canon PowerShot SX50 HS--IMG_2264.JPG","2017:06:28 09:11:31"
"2794","photos/20170628T091137 Canon PowerShot SX50 HS--IMG_2265.JPG","2017:06:28 09:11:37"
"2795","photos/20170628T091143 Canon PowerShot SX50 HS--IMG_2266.JPG","2017:06:28 09:11:43"
"2796","photos/20170628T091209 Canon PowerShot SX50 HS--IMG_2267.JPG","2017:06:28 09:12:09"
"2797","photos/20170628T091220 Canon PowerShot SX50 HS--IMG_2268.JPG","2017:06:28 09:12:20"
"2798","photos/20170628T091224 Canon PowerShot SX50 HS--IMG_2269.JPG","2017:06:28 09:12:24"
"2799","photos/20170628T091231 Canon PowerShot SX50 HS--IMG_2270.JPG","2017:06:28 09:12:31"
"2800","photos/20170628T091241 Canon PowerShot SX50 HS--IMG_2271.JPG","2017:06:28 09:12:41"
"2801","photos/20170628T092238 Canon PowerShot SX50 HS--IMG_2272.JPG","2017:06:28 09:22:38"
"2802","photos/20170628T092243 Canon PowerShot SX50 HS--IMG_2273.JPG","2017:06:28 09:22:43"
"2803","photos/20170628T092253 Canon PowerShot SX50 HS--IMG_2274.JPG","2017:06:28 09:22:53"
"2804","photos/20170628T092253 Canon PowerShot SX50 HS--IMG_2275.JPG","2017:06:28 09:22:53"
"2805","photos/20170628T092255 Canon PowerShot SX50 HS--IMG_2276.JPG","2017:06:28 09:22:55"
"2806","photos/20170628T092255 Canon PowerShot SX50 HS--IMG_2277.JPG","2017:06:28 09:22:55"
"2807","photos/20170628T092358 Canon PowerShot SX50 HS--IMG_2278.JPG","2017:06:28 09:23:58"
"2808","photos/20170628T092535 Canon PowerShot SX50 HS--IMG_2279.JPG","2017:06:28 09:25:35"
"2809","photos/20170628T092543 Canon PowerShot SX50 HS--IMG_2280.JPG","2017:06:28 09:25:43"
"2810","photos/20170628T092554 Canon PowerShot SX50 HS--IMG_2281.JPG","2017:06:28 09:25:54"
"2811","photos/20170628T092600 Canon PowerShot SX50 HS--IMG_2282.JPG","2017:06:28 09:26:00"
"2812","photos/20170628T092605 Canon PowerShot SX50 HS--IMG_2283.JPG","2017:06:28 09:26:05"
"2813","photos/20170628T092613 Canon PowerShot SX50 HS--IMG_2284.JPG","2017:06:28 09:26:13"
"2814","photos/20170628T092938 Canon PowerShot SX50 HS--IMG_2285.JPG","2017:06:28 09:29:38"
"2815","photos/20170628T092943 Canon PowerShot SX50 HS--IMG_2286.JPG","2017:06:28 09:29:43"
"2816","photos/20170628T092956 Canon PowerShot SX50 HS--IMG_2287.JPG","2017:06:28 09:29:56"
"2817","photos/20170628T093053 Canon PowerShot SX50 HS--IMG_2288.JPG","2017:06:28 09:30:53"
"2818","photos/20170628T093101 Canon PowerShot SX50 HS--IMG_2289.JPG","2017:06:28 09:31:01"
"2819","photos/20170628T093110 Canon PowerShot SX50 HS--IMG_2290.JPG","2017:06:28 09:31:10"
"2820","photos/20170628T093414 Canon PowerShot SX50 HS--IMG_2291.JPG","2017:06:28 09:34:14"
"2821","photos/20170628T093421 Canon PowerShot SX50 HS--IMG_2292.JPG","2017:06:28 09:34:21"
"2822","photos/20170628T093422 Canon PowerShot SX50 HS--IMG_2293.JPG","2017:06:28 09:34:22"
"2823","photos/20170628T093433 Canon PowerShot SX50 HS--IMG_2294.JPG","2017:06:28 09:34:33"
"2824","photos/20170628T093438 Canon PowerShot SX50 HS--IMG_2295.JPG","2017:06:28 09:34:38"
"2825","photos/20170628T093605 Canon PowerShot SX50 HS--IMG_2296.JPG","2017:06:28 09:36:05"
"2826","photos/20170628T093605 Canon PowerShot SX50 HS--IMG_2297.JPG","2017:06:28 09:36:05"
"2827","photos/20170628T093654 Canon PowerShot SX50 HS--IMG_2298.JPG","2017:06:28 09:36:54"
"2828","photos/20170628T094232 Canon PowerShot SX50 HS--IMG_2299.JPG","2017:06:28 09:42:32"
"2829","photos/20170628T094235 Canon PowerShot SX50 HS--IMG_2300.JPG","2017:06:28 09:42:35"
"2830","photos/20170628T094244 Canon PowerShot SX50 HS--IMG_2301.JPG","2017:06:28 09:42:44"
"2831","photos/20170628T094244 Canon PowerShot SX50 HS--IMG_2302.JPG","2017:06:28 09:42:44"
"2832","photos/20170628T094248 Canon PowerShot SX50 HS--IMG_2303.JPG","2017:06:28 09:42:48"
"2833","photos/20170628T094248 Canon PowerShot SX50 HS--IMG_2304.JPG","2017:06:28 09:42:48"
"2834","photos/20170628T102026 Canon PowerShot SX50 HS--IMG_2305.JPG","2017:06:28 10:20:26"
"2835","photos/20170628T102031 Canon PowerShot SX50 HS--IMG_2306.JPG","2017:06:28 10:20:31"
"2836","photos/20170628T102031 Canon PowerShot SX50 HS--IMG_2307.JPG","2017:06:28 10:20:31"
"2837","photos/20170628T102035 Canon PowerShot SX50 HS--IMG_2308.JPG","2017:06:28 10:20:35"
"2838","photos/20170628T102047 Canon PowerShot SX50 HS--IMG_2310.JPG","2017:06:28 10:20:47"
"2839","photos/20170628T102329 Canon PowerShot SX50 HS--IMG_2311.JPG","2017:06:28 10:23:29"
"2840","photos/20170628T102354 Canon PowerShot SX50 HS--IMG_2313.JPG","2017:06:28 10:23:54"
"2841","photos/20170628T110738 Canon PowerShot SX50 HS--IMG_2314.JPG","2017:06:28 11:07:38"
"2842","photos/20170628T113809 Canon PowerShot SX50 HS--IMG_2316.JPG","2017:06:28 11:38:09"
"2843","photos/20170628T114101 Canon PowerShot SX50 HS--IMG_2317.JPG","2017:06:28 11:41:01"
"2844","photos/20170628T114104 Canon PowerShot SX50 HS--IMG_2318.JPG","2017:06:28 11:41:04"
"2845","photos/20170628T114455 Canon PowerShot SX50 HS--IMG_2319.JPG","2017:06:28 11:44:55"
"2846","photos/20170628T114501 Canon PowerShot SX50 HS--IMG_2320.JPG","2017:06:28 11:45:01"
"2847","photos/20170628T114503 Canon PowerShot SX50 HS--IMG_2321.JPG","2017:06:28 11:45:03"
"2848","photos/20170628T114512 Canon PowerShot SX50 HS--IMG_2322.JPG","2017:06:28 11:45:12"
"2849","photos/20170628T115203 Canon PowerShot SX50 HS--IMG_2323.JPG","2017:06:28 11:52:03"
"2850","photos/20170628T115206 Canon PowerShot SX50 HS--IMG_2324.JPG","2017:06:28 11:52:06"
"2851","photos/20170628T115455 Canon PowerShot SX50 HS--IMG_2325.JPG","2017:06:28 11:54:55"
"2852","photos/20170628T115459 Canon PowerShot SX50 HS--IMG_2326.JPG","2017:06:28 11:54:59"
"2853","photos/20170628T120308 Canon PowerShot SX50 HS--IMG_2327.JPG","2017:06:28 12:03:08"
"2854","photos/20170628T120940 Canon PowerShot SX50 HS--IMG_2328.JPG","2017:06:28 12:09:40"
"2855","photos/20170628T120952 Canon PowerShot SX50 HS--IMG_2329.JPG","2017:06:28 12:09:52"
"2856","photos/20170628T121018 Canon PowerShot SX50 HS--IMG_2330.JPG","2017:06:28 12:10:18"
"2857","photos/20170628T122038 Canon PowerShot SX50 HS--IMG_2331.JPG","2017:06:28 12:20:38"
"2858","photos/20170628T122045 Canon PowerShot SX50 HS--IMG_2332.JPG","2017:06:28 12:20:45"
"2859","photos/20170628T122051 Canon PowerShot SX50 HS--IMG_2333.JPG","2017:06:28 12:20:51"
"2860","photos/20170628T122052 Canon PowerShot SX50 HS--IMG_2334.JPG","2017:06:28 12:20:52"
"2861","photos/20170628T122053 Canon PowerShot SX50 HS--IMG_2335.JPG","2017:06:28 12:20:53"
"2862","photos/20170628T122053 Canon PowerShot SX50 HS--IMG_2336.JPG","2017:06:28 12:20:53"
"2863","photos/20170628T122058 Canon PowerShot SX50 HS--IMG_2337.JPG","2017:06:28 12:20:58"
"2864","photos/20170628T122110 Canon PowerShot SX50 HS--IMG_2338.JPG","2017:06:28 12:21:10"
"2865","photos/20170628T122110 Canon PowerShot SX50 HS--IMG_2339 (1).JPG","2017:06:28 12:21:10"
"2866","photos/20170628T122110 Canon PowerShot SX50 HS--IMG_2339.JPG","2017:06:28 12:21:10"
"2867","photos/20170628T122119 Canon PowerShot SX50 HS--IMG_2340.JPG","2017:06:28 12:21:19"
"2868","photos/20170628T122125 Canon PowerShot SX50 HS--IMG_2341.JPG","2017:06:28 12:21:25"
"2869","photos/20170628T122130 Canon PowerShot SX50 HS--IMG_2342.JPG","2017:06:28 12:21:30"
"2870","photos/20170628T122137 Canon PowerShot SX50 HS--IMG_2343.JPG","2017:06:28 12:21:37"
"2871","photos/20170628T124411 Canon PowerShot SX50 HS--IMG_2344.JPG","2017:06:28 12:44:11"
"2872","photos/20170628T124415 Canon PowerShot SX50 HS--IMG_2345.JPG","2017:06:28 12:44:15"
"2873","photos/20170628T124421 Canon PowerShot SX50 HS--IMG_2346.JPG","2017:06:28 12:44:21"
"2874","photos/20170628T124611 Canon PowerShot SX50 HS--IMG_2347.JPG","2017:06:28 12:46:11"
"2875","photos/20170628T125724 Canon PowerShot SX50 HS--IMG_2348.JPG","2017:06:28 12:57:24"
"2876","photos/20170628T125758 Canon PowerShot SX50 HS--IMG_2349.JPG","2017:06:28 12:57:58"
"2877","photos/20170628T125826 Canon PowerShot SX50 HS--IMG_2350.JPG","2017:06:28 12:58:26"
"2878","photos/20170628T125835 Canon PowerShot SX50 HS--IMG_2351.JPG","2017:06:28 12:58:35"
"2879","photos/20170628T125846 Canon PowerShot SX50 HS--IMG_2352.JPG","2017:06:28 12:58:46"
"2880","photos/20170628T125857 Canon PowerShot SX50 HS--IMG_2353.JPG","2017:06:28 12:58:57"
"2881","photos/20170628T131511 Canon PowerShot SX50 HS--IMG_2354.JPG","2017:06:28 13:15:11"
"2882","photos/20170628T132942 Canon PowerShot SX50 HS--IMG_2355.JPG","2017:06:28 13:29:42"
"2883","photos/20170628T132942 Canon PowerShot SX50 HS--IMG_2356.JPG","2017:06:28 13:29:42"
"2884","photos/20170628T132951 Canon PowerShot SX50 HS--IMG_2357.JPG","2017:06:28 13:29:51"
"2885","photos/20170628T133030 Canon PowerShot SX50 HS--IMG_2358.JPG","2017:06:28 13:30:30"
"2886","photos/20170628T133030 Canon PowerShot SX50 HS--IMG_2359.JPG","2017:06:28 13:30:30"
"2887","photos/20170628T133536 Canon PowerShot SX50 HS--IMG_2360.JPG","2017:06:28 13:35:36"
"2888","photos/20170628T133542 Canon PowerShot SX50 HS--IMG_2361.JPG","2017:06:28 13:35:42"
"2889","photos/20170628T133553 Canon PowerShot SX50 HS--IMG_2362.JPG","2017:06:28 13:35:53"
"2890","photos/20170628T133602 Canon PowerShot SX50 HS--IMG_2363.JPG","2017:06:28 13:36:02"
"2891","photos/20170628T133609 Canon PowerShot SX50 HS--IMG_2364.JPG","2017:06:28 13:36:09"
"2892","photos/20170628T133848 Canon PowerShot SX50 HS--IMG_2365.JPG","2017:06:28 13:38:48"
"2893","photos/20170628T133857 Canon PowerShot SX50 HS--IMG_2366.JPG","2017:06:28 13:38:57"
"2894","photos/20170628T133939 Canon PowerShot SX50 HS--IMG_2367.JPG","2017:06:28 13:39:39"
"2895","photos/20170628T133945 Canon PowerShot SX50 HS--IMG_2368.JPG","2017:06:28 13:39:45"
"2896","photos/20170628T133959 Canon PowerShot SX50 HS--IMG_2369.JPG","2017:06:28 13:39:59"
"2897","photos/20170628T134005 Canon PowerShot SX50 HS--IMG_2370.JPG","2017:06:28 13:40:05"
"2898","photos/20170628T135231 Canon PowerShot SX50 HS--IMG_2371.JPG","2017:06:28 13:52:31"
"2899","photos/20170628T135235 Canon PowerShot SX50 HS--IMG_2372.JPG","2017:06:28 13:52:35"
"2900","photos/20170628T135241 Canon PowerShot SX50 HS--IMG_2373.JPG","2017:06:28 13:52:41"
"2901","photos/20170628T135438 Canon PowerShot SX50 HS--IMG_2374.JPG","2017:06:28 13:54:38"
"2902","photos/20170628T135445 Canon PowerShot SX50 HS--IMG_2375.JPG","2017:06:28 13:54:45"
"2903","photos/20170628T141734 Canon PowerShot SX50 HS--IMG_2376.JPG","2017:06:28 14:17:34"
"2904","photos/20170628T141740 Canon PowerShot SX50 HS--IMG_2377.JPG","2017:06:28 14:17:40"
"2905","photos/20170628T144659 Canon PowerShot SX50 HS--IMG_2378.JPG","2017:06:28 14:46:59"
"2906","photos/20170628T144726 Canon PowerShot SX50 HS--IMG_2379.JPG","2017:06:28 14:47:26"
"2907","photos/20170628T144730 Canon PowerShot SX50 HS--IMG_2380.JPG","2017:06:28 14:47:30"
"2908","photos/20170628T144733 Canon PowerShot SX50 HS--IMG_2381.JPG","2017:06:28 14:47:33"
"2909","photos/20170628T144739 Canon PowerShot SX50 HS--IMG_2382.JPG","2017:06:28 14:47:39"
"2910","photos/20170628T144739 Canon PowerShot SX50 HS--IMG_2383.JPG","2017:06:28 14:47:39"
"2911","photos/20170628T144739 Canon PowerShot SX50 HS--IMG_2384.JPG","2017:06:28 14:47:39"
"2912","photos/20170628T144746 Canon PowerShot SX50 HS--IMG_2385.JPG","2017:06:28 14:47:46"
"2913","photos/20170628T144747 Canon PowerShot SX50 HS--IMG_2386.JPG","2017:06:28 14:47:47"
"2914","photos/20170628T144750 Canon PowerShot SX50 HS--IMG_2387.JPG","2017:06:28 14:47:50"
"2915","photos/20170628T144750 Canon PowerShot SX50 HS--IMG_2388.JPG","2017:06:28 14:47:50"
"2916","photos/20170628T144811 Canon PowerShot SX50 HS--IMG_2389.JPG","2017:06:28 14:48:11"
"2917","photos/20170628T144811 Canon PowerShot SX50 HS--IMG_2390.JPG","2017:06:28 14:48:11"
